-40.6, 2.6, 108.7
-40.6, 2.4, 108.7
-40.6, 2.1, 108.7
-40.6, 2.0, 108.7
-40.6, 1.9, 108.7
-40.6, 1.8, 108.7
-40.6, 1.7, 108.7
-40.6, 1.6, 108.7
-40.7, 1.7, 108.7
-40.8, 1.7, 108.6
-40.9, 1.7, 108.6
-40.9, 1.7, 108.5
-41.0, 1.7, 108.4
-41.1, 1.7, 108.4
-41.2, 1.7, 108.3
-41.4, 1.7, 108.2
-41.5, 1.7, 108.1
-41.5, 1.7, 108.0
-41.6, 1.7, 108.0
-41.7, 1.7, 107.9
-42.0, 1.7, 107.7
-42.1, 1.7, 107.6
-42.3, 1.7, 107.5
-42.3, 1.7, 107.4
-42.4, 1.7, 107.4
-42.8, 1.7, 107.1
-43.0, 1.7, 107.0
-43.0, 1.7, 106.9
-43.1, 1.7, 106.9
-43.1, 1.7, 106.8
-43.5, 1.7, 106.5
-43.6, 1.7, 106.4
-43.8, 1.7, 106.3
-44.0, 1.7, 106.1
-44.1, 1.7, 106.0
-44.2, 1.7, 105.9
-44.3, 1.7, 105.9
-44.4, 1.7, 105.8
-44.9, 1.7, 105.4
-45.1, 1.7, 105.2
-45.3, 1.7, 105.1
-45.3, 1.7, 105.0
-45.4, 1.7, 104.9
-45.5, 1.7, 104.8
-46.0, 1.7, 104.4
-46.3, 1.7, 104.2
-46.5, 1.7, 104.1
-46.5, 1.7, 104.0
-46.6, 1.7, 103.9
-46.7, 1.7, 103.9
-47.3, 1.7, 103.4
-47.4, 1.7, 103.3
-47.7, 1.7, 103.1
-47.7, 1.7, 103.0
-47.8, 1.7, 103.0
-47.9, 1.7, 102.9
-48.1, 1.7, 102.8
-48.6, 1.7, 102.4
-48.9, 1.7, 102.1
-49.1, 1.7, 102.0
-49.2, 1.7, 101.9
-49.4, 1.7, 101.7
-49.9, 1.7, 101.4
-50.2, 1.7, 101.1
-50.5, 1.7, 101.0
-50.5, 1.7, 100.9
-50.6, 1.7, 100.8
-50.9, 1.7, 100.7
-51.2, 1.7, 100.4
-51.4, 1.7, 100.3
-51.6, 1.7, 100.1
-51.7, 1.7, 100.1
-52.0, 1.7, 99.8
-52.3, 1.7, 99.7
-52.4, 1.7, 99.6
-52.4, 1.7, 99.5
-52.8, 1.7, 99.3
-52.9, 1.7, 99.2
-53.0, 1.7, 99.1
-53.1, 1.7, 99.1
-53.5, 1.7, 98.8
